"AREA","PERIMETER","MAJOR_AXIS","MINOR_AXIS","ECCENTRICITY","EQDIASQ","SOLIDITY","CONVEX_AREA","ASPECT_RATIO","ROUNDNESS","CLASS"
6253,291.624,112.7592,71.1468,0.7758,89.2276,0.9874,6333,1.5849,0.924,4
6046,289.003,113.2029,68.6252,0.7953,87.7383,0.9865,6129,1.6496,0.9096,4
5896,285.34,106.3726,71.6058,0.7395,86.6431,0.9768,6036,1.4855,0.91,4
6924,303.235,115.0268,76.9896,0.743,93.8931,0.9901,6993,1.4941,0.9463,4
6646,303.881,116.9903,72.6403,0.7839,91.9889,0.9846,6750,1.6105,0.9044,4
6374,296.71,113.3972,72.3092,0.7703,90.0868,0.9862,6463,1.5682,0.9098,4
5748,291.112,114.7906,64.8654,0.825,85.5487,0.9772,5882,1.7697,0.8523,4
7105,314.258,122.2726,74.485,0.793,95.1124,0.9876,7194,1.6416,0.9041,4
7264,318.815,122.7441,75.8715,0.7861,96.1707,0.9836,7385,1.6178,0.8981,4
7045,320.378,126.6497,71.6503,0.8246,94.7099,0.9819,7175,1.7676,0.8625,4
6542,301.681,114.5965,73.6314,0.7663,91.2663,0.9817,6664,1.5564,0.9033,4
6361,303.937,117.1554,70.4157,0.7992,89.9949,0.9725,6541,1.6638,0.8653,4
5759,284.933,112.0889,66.001,0.8083,85.6305,0.9849,5847,1.6983,0.8914,4
6441,299.141,113.9037,72.7298,0.7696,90.559,0.9774,6590,1.5661,0.9045,4
5862,285.463,112.2501,66.9341,0.8028,86.3929,0.9857,5947,1.677,0.904,4
5893,288.2,110.9793,68.4398,0.7872,86.621,0.9792,6018,1.6216,0.8916,4
6436,296.281,111.4187,74.2355,0.7457,90.5239,0.9868,6522,1.5009,0.9213,4
5637,282.66,113.9883,63.2258,0.8321,84.7187,0.985,5723,1.8029,0.8866,4
6999,311.695,120.4948,74.8158,0.7839,94.4002,0.9863,7096,1.6106,0.9053,4
7012,314.193,121.7103,74.335,0.7918,94.4879,0.9854,7116,1.6373,0.8926,4
6694,301.266,115.3415,74.3557,0.7645,92.3204,0.9876,6778,1.5512,0.9268,4
7275,319.312,124.6124,74.9354,0.799,96.2435,0.987,7371,1.6629,0.8966,4
6172,286.952,105.6085,75.1355,0.7027,88.6478,0.9848,6267,1.4056,0.9419,4
6642,301.738,114.7041,74.4175,0.761,91.9612,0.9855,6740,1.5414,0.9167,4
5725,275.249,100.696,73.0409,0.6884,85.3774,0.9852,5811,1.3786,0.9496,4
6297,288.572,106.3785,75.7265,0.7023,89.541,0.9853,6391,1.4048,0.9502,4
6617,305.179,116.4973,73.5618,0.7754,91.7879,0.9832,6730,1.5837,0.8928,4
6510,300.902,116.1503,71.7976,0.7861,91.0428,0.9819,6630,1.6177,0.9035,4
6642,304.128,119.4787,71.1626,0.8033,91.9612,0.9855,6740,1.679,0.9024,4
6892,308.974,120.2496,73.2035,0.7934,93.6759,0.9863,6988,1.6427,0.9072,4
5851,290.211,110.2566,69.1997,0.7785,86.3118,0.9804,5968,1.5933,0.873,4
6929,310.927,117.5199,76.1451,0.7617,93.927,0.9745,7110,1.5434,0.9007,4
6248,291.764,107.9312,74.4378,0.7241,89.1919,0.9798,6377,1.45,0.9223,4
6885,312.224,119.7364,73.8692,0.787,93.6283,0.9792,7031,1.6209,0.8875,4
7405,320.742,124.2947,76.3274,0.7892,97.0996,0.9851,7517,1.6284,0.9045,4
6056,292.534,110.4332,71.0105,0.7659,87.8108,0.9777,6194,1.5552,0.8893,4
6663,301.076,115.1521,74.1941,0.7648,92.1064,0.9859,6758,1.552,0.9237,4
7182,313.738,122.1574,75.2728,0.7876,95.6264,0.9864,7281,1.6229,0.9169,4
6446,296.909,113.8369,72.4931,0.771,90.5942,0.9868,6532,1.5703,0.9189,4
7509,323.679,124.379,77.4211,0.7827,97.7791,0.9847,7626,1.6065,0.9007,4
6777,305.046,117.7394,73.574,0.7807,92.891,0.9857,6875,1.6003,0.9152,4
6023,289.739,112.4344,68.7716,0.7911,87.5712,0.9859,6109,1.6349,0.9016,4
6852,308.032,117.0165,75.184,0.7663,93.4036,0.9868,6944,1.5564,0.9075,4
6075,292.989,109.3875,71.7851,0.7545,87.9485,0.9712,6255,1.5238,0.8893,4
7023,321.744,128.3129,70.3602,0.8362,94.5619,0.9756,7199,1.8237,0.8525,4
6695,306.957,119.9577,71.3996,0.8036,92.3273,0.986,6790,1.6801,0.8929,4
6099,288.018,108.9827,71.692,0.7532,88.122,0.9871,6179,1.5202,0.9239,4
6013,286.092,110.5129,69.6226,0.7766,87.4985,0.9859,6099,1.5873,0.9232,4
5844,289.302,111.5636,67.6907,0.7949,86.2601,0.9746,5996,1.6481,0.8774,4
6653,299.265,113.9363,74.6207,0.7557,92.0373,0.9877,6736,1.5269,0.9335,4
6430,303.772,117.8875,70.3354,0.8025,90.4817,0.9788,6569,1.6761,0.8756,4
6870,311.157,119.1939,74.0221,0.7838,93.5262,0.9842,6980,1.6102,0.8917,4
6699,304.601,117.652,73.1956,0.7829,92.3549,0.9856,6797,1.6074,0.9073,4
6668,305.897,117.6376,72.5531,0.7872,92.141,0.9833,6781,1.6214,0.8955,4
6815,313.864,118.1814,75.1492,0.7718,93.1511,0.962,7084,1.5726,0.8693,4
6100,290.881,113.7679,68.4563,0.7987,88.1292,0.9858,6188,1.6619,0.906,4
6497,301.258,113.0957,73.9207,0.7568,90.9518,0.9841,6602,1.53,0.8996,4
6452,300.315,112.0451,73.9742,0.7511,90.6363,0.9795,6587,1.5147,0.899,4
5805,282.287,103.8805,72.3648,0.7174,85.9718,0.9712,5977,1.4355,0.9154,4
5125,268.741,99.4957,66.9215,0.74,80.7797,0.9684,5292,1.4868,0.8917,4
6633,300.078,114.3212,74.4579,0.7588,91.8988,0.9881,6713,1.5354,0.9257,4
5984,284.67,106.2198,72.4718,0.7311,87.2873,0.9832,6086,1.4657,0.9279,4
6109,292.345,112.51,69.7029,0.785,88.1942,0.9866,6192,1.6141,0.8982,4
7211,321.04,120.6488,76.7696,0.7714,95.8193,0.9772,7379,1.5716,0.8792,4
7062,311.977,120.4812,74.9574,0.7829,94.8241,0.986,7162,1.6073,0.9118,4
6839,306.098,115.7019,76.0187,0.7539,93.315,0.9859,6937,1.522,0.9172,4
6101,292.458,113.9895,68.4793,0.7994,88.1365,0.9863,6186,1.6646,0.8964,4
6498,301.242,120.0118,69.092,0.8177,90.9588,0.9874,6581,1.737,0.8998,4
5648,283.57,107.8691,67.6565,0.7789,84.8013,0.968,5835,1.5944,0.8826,4
6018,284.436,103.8295,74.4205,0.6973,87.5349,0.9846,6112,1.3952,0.9347,4
6490,300.117,115.7342,71.9791,0.7831,90.9028,0.9862,6581,1.6079,0.9055,4
6323,299.292,118.4449,68.3146,0.8169,89.7257,0.9863,6411,1.7338,0.887,4
6288,294.593,111.2479,72.8254,0.756,89.477,0.9805,6413,1.5276,0.9105,4
7368,318.345,123.7009,76.2828,0.7872,96.8567,0.9887,7452,1.6216,0.9136,4
5941,293.18,113.6012,67.6397,0.8034,86.9731,0.9696,6127,1.6795,0.8686,4
6347,296.553,111.5279,73.0984,0.7553,89.8958,0.9824,6461,1.5257,0.9069,4
6773,303.575,116.728,74.3749,0.7707,92.8636,0.9889,6849,1.5695,0.9235,4
6785,314.259,121.7439,71.8077,0.8075,92.9458,0.9785,6934,1.6954,0.8633,4
6304,303.971,114.9684,71.4289,0.7836,89.5907,0.9605,6563,1.6096,0.8574,4
6321,298.166,118.6164,68.1945,0.8182,89.7115,0.987,6404,1.7394,0.8935,4
5998,286.911,110.9269,69.4716,0.7796,87.3893,0.9864,6081,1.5967,0.9156,4
6841,304.889,116.4723,75.0323,0.7649,93.3286,0.9843,6950,1.5523,0.9248,4
6270,293.443,111.6391,71.9001,0.765,89.3488,0.9855,6362,1.5527,0.915,4
6175,287.961,108.1206,73.2545,0.7355,88.6693,0.9839,6276,1.476,0.9358,4
6337,301.987,115.691,70.9618,0.7898,89.8249,0.9791,6472,1.6303,0.8732,4
6569,310.247,118.8951,71.7989,0.7971,91.4544,0.9693,6777,1.6559,0.8576,4
5989,282.196,106.4362,72.0566,0.736,87.3237,0.9868,6069,1.4771,0.9451,4
6362,304.825,114.8619,71.6901,0.7813,90.0019,0.9682,6571,1.6022,0.8604,4
5923,285.909,105.102,73.0187,0.7193,86.8412,0.9697,6108,1.4394,0.9105,4
6286,292.284,111.3559,72.536,0.7587,89.4628,0.9873,6367,1.5352,0.9246,4
6355,303.565,120.9007,67.6397,0.8289,89.9524,0.9827,6467,1.7874,0.8666,4
6040,288.176,111.3119,69.4789,0.7813,87.6947,0.9837,6140,1.6021,0.914,4
5843,286.481,106.1746,71.3918,0.7402,86.2528,0.9753,5991,1.4872,0.8947,4
5517,284.619,109.1635,66.4781,0.7932,83.8121,0.9664,5709,1.6421,0.8558,4
6348,289.688,104.5842,77.674,0.6696,89.9029,0.9854,6442,1.3464,0.9506,4
6808,307.32,115.0946,76.2257,0.7493,93.1032,0.9776,6964,1.5099,0.9058,4
7182,319.148,125.1629,73.7488,0.808,95.6264,0.9863,7282,1.6972,0.8861,4
7043,309.655,118.0893,76.5065,0.7618,94.6965,0.987,7136,1.5435,0.923,4
6642,299.771,113.2815,74.9557,0.7498,91.9612,0.9847,6745,1.5113,0.9288,4
6835,311.472,117.8164,74.9246,0.7717,93.2877,0.9809,6968,1.5725,0.8853,4
6418,301.622,118.5313,69.3,0.8113,90.3972,0.9836,6525,1.7104,0.8865,4
6066,288.472,109.6405,71.0978,0.7612,87.8833,0.9838,6166,1.5421,0.916,4
6413,297.074,116.7027,70.4535,0.7972,90.362,0.9883,6489,1.6564,0.9131,4
6414,296.48,114.6986,71.6488,0.7809,90.369,0.9884,6489,1.6008,0.917,4
6638,299.639,114.464,74.2513,0.7611,91.9335,0.9884,6716,1.5416,0.9291,4
6064,292.715,114.4134,67.7621,0.8057,87.8688,0.9827,6171,1.6885,0.8894,4
6467,298.58,112.2514,74.2539,0.7499,90.7416,0.98,6599,1.5117,0.9116,4
6617,302.822,119.5707,70.7744,0.806,91.7879,0.9875,6701,1.6895,0.9068,4
6357,291.376,107.391,75.7966,0.7084,89.9666,0.9833,6465,1.4168,0.9409,4
6317,298.655,115.7129,70.2149,0.7949,89.6831,0.9821,6432,1.648,0.89,4
6443,294.32,110.929,74.3704,0.742,90.5731,0.985,6541,1.4916,0.9347,4
7095,311.035,113.6831,80.6078,0.7052,95.0454,0.9794,7244,1.4103,0.9216,4
7215,319.157,122.4372,76.0867,0.7835,95.8458,0.9803,7360,1.6092,0.8901,4
6662,299.447,114.5327,74.4526,0.7599,92.0995,0.9873,6748,1.5383,0.9336,4
6875,309.273,118.6183,74.2841,0.7796,93.5603,0.985,6980,1.5968,0.9032,4
6389,300.944,115.1646,71.7281,0.7824,90.1927,0.976,6546,1.6056,0.8865,4
5997,288.382,111.514,69.2107,0.7841,87.382,0.9868,6077,1.6112,0.9062,4
7158,308.95,111.3662,82.9006,0.6677,95.4665,0.9866,7255,1.3434,0.9424,4
6809,301.043,113.3402,76.8591,0.7349,93.1101,0.9878,6893,1.4746,0.9441,4
7674,331.182,126.4224,78.4891,0.7839,98.8476,0.977,7855,1.6107,0.8792,4
7371,319.683,121.3737,77.5592,0.7692,96.8765,0.9841,7490,1.5649,0.9064,4
6678,297.967,110.093,77.5818,0.7095,92.2101,0.9844,6784,1.4191,0.9452,4
5985,287.911,110.044,70.039,0.7713,87.2945,0.9791,6113,1.5712,0.9073,4
6451,303.112,113.9314,73.444,0.7645,90.6293,0.9745,6620,1.5513,0.8823,4
6332,300.946,121.2716,66.9096,0.834,89.7895,0.9877,6411,1.8125,0.8786,4
6703,298.54,112.2318,76.3888,0.7326,92.3825,0.9902,6769,1.4692,0.9451,4
6880,307.552,118.2017,74.5072,0.7763,93.5943,0.9826,7002,1.5864,0.914,4
6914,312.937,121.6948,72.7771,0.8015,93.8253,0.9829,7034,1.6722,0.8872,4
6549,302.218,112.1271,75.5576,0.7389,91.3151,0.9735,6727,1.484,0.901,4
7277,317.236,124.4073,74.8191,0.7989,96.2568,0.9863,7378,1.6628,0.9087,4
6477,304.857,119.3727,69.5635,0.8127,90.8117,0.9797,6611,1.716,0.8758,4
6577,300.771,116.7402,72.1034,0.7865,91.5101,0.9865,6667,1.6191,0.9136,4
6016,287.878,108.797,71.0782,0.7571,87.5203,0.9835,6117,1.5307,0.9122,4
6000,288.25,109.4947,70.4872,0.7652,87.4039,0.9793,6127,1.5534,0.9074,4
6321,296.951,116.035,69.8676,0.7984,89.7115,0.9886,6394,1.6608,0.9008,4
6848,304.32,115.7449,75.8865,0.7551,93.3764,0.9887,6926,1.5252,0.9292,4
6804,306.279,120.2583,72.3381,0.7989,93.0759,0.9865,6897,1.6624,0.9115,4
6588,304.981,116.5999,73.0077,0.7797,91.5866,0.9801,6722,1.5971,0.8901,4
6741,311.491,117.7006,74.4195,0.7747,92.644,0.9667,6973,1.5816,0.8731,4
6507,297.307,113.4957,73.572,0.7614,91.0218,0.9895,6576,1.5426,0.9251,4
6670,303.21,120.3232,70.7537,0.8088,92.1548,0.9883,6749,1.7006,0.9117,4
6571,297.198,110.7052,75.9857,0.7272,91.4683,0.9834,6682,1.4569,0.9349,4
6341,295.114,110.0014,74.0507,0.7395,89.8533,0.982,6457,1.4855,0.9149,4
6268,294.536,109.6119,73.7712,0.7396,89.3346,0.9765,6419,1.4858,0.908,4
6391,293.327,111.5251,73.1442,0.7549,90.2068,0.9866,6478,1.5247,0.9334,4
6814,304.087,111.9308,78.1379,0.716,93.1443,0.9873,6902,1.4325,0.926,4
5623,276.275,105.474,68.5772,0.7598,84.6134,0.9841,5714,1.538,0.9258,4
6219,296.132,111.8111,71.8138,0.7665,88.9847,0.9699,6412,1.557,0.8912,4
6067,287.522,110.9192,70.0134,0.7756,87.8905,0.9867,6149,1.5843,0.9222,4
6796,305.75,116.4071,75.1428,0.7637,93.0212,0.9882,6877,1.5491,0.9135,4
7121,314.887,124.3222,73.2488,0.808,95.2194,0.9856,7225,1.6973,0.9025,4
6815,306.694,118.639,73.8842,0.7824,93.1511,0.989,6891,1.6057,0.9105,4
6712,304.633,118.3334,72.6332,0.7895,92.4445,0.9853,6812,1.6292,0.9089,4
6857,312.334,116.4621,76.1293,0.7568,93.4377,0.9684,7081,1.5298,0.8833,4
5647,276.763,102.2663,70.9941,0.7198,84.7938,0.9729,5804,1.4405,0.9264,4
6655,301.01,115.3038,73.8961,0.7676,92.0511,0.9852,6755,1.5603,0.923,4
5724,282.443,103.4803,72.0992,0.7173,85.3699,0.9689,5908,1.4352,0.9017,4
6528,302.814,113.1034,74.4439,0.7528,91.1686,0.9703,6728,1.5193,0.8946,4
6456,298.835,115.2409,71.863,0.7818,90.6644,0.9859,6548,1.6036,0.9085,4
6776,303.384,116.4946,74.4331,0.7693,92.8842,0.9862,6871,1.5651,0.9251,4
6257,297.239,112.9024,71.3965,0.7747,89.2561,0.9751,6417,1.5813,0.8899,4
5876,284.058,108.3757,69.643,0.7662,86.496,0.9859,5960,1.5562,0.9151,4
6898,303.351,112.3433,78.6678,0.7139,93.7166,0.9874,6986,1.4281,0.942,4
6399,291.111,109.5214,74.8807,0.7298,90.2633,0.9889,6471,1.4626,0.9489,4
6110,285.828,107.91,72.602,0.7398,88.2014,0.9887,6180,1.4863,0.9398,4
6771,308.916,117.793,73.4529,0.7818,92.8499,0.9816,6898,1.6037,0.8916,4
6318,290.764,111.3712,72.5363,0.7588,89.6902,0.9884,6392,1.5354,0.9391,4
5998,288.938,113.4781,67.9747,0.8007,87.3893,0.9859,6084,1.6694,0.9028,4
5803,283.163,107.52,69.3385,0.7643,85.957,0.9771,5939,1.5507,0.9095,4
6814,303.22,117.5276,74.1413,0.7759,93.1443,0.9908,6877,1.5852,0.9313,4
6358,295.337,112.1969,73.0569,0.759,89.9736,0.9853,6453,1.5357,0.916,4
6603,311.1,123.4397,68.7323,0.8306,91.6908,0.9827,6719,1.796,0.8573,4
6429,302.632,115.7929,71.8268,0.7844,90.4746,0.9736,6603,1.6121,0.8821,4
6862,306.154,117.4013,75.0071,0.7693,93.4718,0.9855,6963,1.5652,0.92,4
6298,290.102,107.1425,75.1564,0.7127,89.5481,0.9858,6389,1.4256,0.9404,4
5964,294.692,118.967,64.2466,0.8416,87.1413,0.9848,6056,1.8517,0.863,4
6043,291.516,113.0406,68.4295,0.796,87.7165,0.9845,6138,1.6519,0.8936,4
7280,316.642,123.0668,75.7087,0.7884,96.2766,0.9856,7386,1.6255,0.9124,4
6596,299.952,115.868,72.7313,0.7784,91.6422,0.9867,6685,1.5931,0.9213,4
6736,305.411,116.8193,74.2944,0.7717,92.6096,0.9844,6843,1.5724,0.9075,4
6231,295.502,113.3631,70.7359,0.7814,89.0705,0.9834,6336,1.6026,0.8967,4
5416,278.476,112.9232,61.4971,0.8387,83.0413,0.9885,5479,1.8362,0.8776,4
5786,279.558,106.0523,69.7324,0.7534,85.831,0.9849,5875,1.5208,0.9303,4
6341,297.983,113.7313,72.0845,0.7735,89.8533,0.9787,6479,1.5778,0.8974,4
7255,310.744,117.0735,79.3932,0.7349,96.1111,0.9884,7340,1.4746,0.9442,4
5671,274.233,100.8225,72.1592,0.6984,84.9738,0.9857,5753,1.3972,0.9476,4
5713,283.221,110.3362,66.6028,0.7973,85.2878,0.9808,5825,1.6566,0.895,4
6689,317.269,125.9234,68.8823,0.8371,92.286,0.9762,6852,1.8281,0.8351,4
5641,279.245,108.67,66.8021,0.7887,84.7487,0.9876,5712,1.6267,0.9091,4
6196,295.577,109.9641,73.1195,0.7469,88.82,0.9692,6393,1.5039,0.8912,4
6028,288.722,110.2167,70.3567,0.7697,87.6076,0.989,6095,1.5665,0.9087,4
6033,287.423,110.5951,69.8173,0.7755,87.6439,0.9856,6121,1.5841,0.9177,4
5979,289.408,108.1834,71.3159,0.752,87.2508,0.9743,6137,1.517,0.8971,4
6986,308.157,115.1111,77.9548,0.7358,94.3125,0.988,7071,1.4766,0.9245,4
5606,278.243,107.533,67.1958,0.7807,84.4854,0.9847,5693,1.6003,0.9099,4
6342,291.997,110.4678,73.3962,0.7474,89.8604,0.9851,6438,1.5051,0.9347,4
5645,282.906,112.9089,64.1571,0.8229,84.7788,0.9847,5733,1.7599,0.8863,4
6497,298.877,113.4875,73.7239,0.7603,90.9518,0.9825,6613,1.5394,0.914,4
6521,295.866,110.1985,75.9154,0.7249,91.1197,0.9858,6615,1.4516,0.9361,4
6851,311.703,122.8424,71.4037,0.8137,93.3968,0.9838,6964,1.7204,0.8861,4
7103,310.917,119.0285,76.2464,0.7679,95.099,0.9846,7214,1.5611,0.9233,4
6267,292.698,113.4507,70.7674,0.7816,89.3274,0.9868,6351,1.6032,0.9192,4
7228,314.492,120.1305,77.105,0.7668,95.9321,0.9889,7309,1.558,0.9184,4
6602,303.705,114.4636,74.4328,0.7597,91.6838,0.9779,6751,1.5378,0.8995,4
6697,307.76,122.0348,70.2044,0.818,92.3411,0.9853,6797,1.7383,0.8885,4
5642,283.908,108.413,67.186,0.7848,84.7562,0.9802,5756,1.6136,0.8796,4
6751,302.036,111.9188,77.5065,0.7214,92.7127,0.9843,6859,1.444,0.93,4
6396,298.836,118.844,68.7377,0.8158,90.2421,0.9876,6476,1.7289,0.9,4
6875,309.777,119.418,73.6743,0.787,93.5603,0.985,6980,1.6209,0.9003,4
6772,301.449,113.4162,76.6046,0.7374,92.8568,0.987,6861,1.4805,0.9365,4
6497,301.589,116.2867,71.7769,0.7868,90.9518,0.9859,6590,1.6201,0.8976,4
6766,309.315,117.5314,74.3809,0.7743,92.8156,0.9721,6960,1.5801,0.8887,4
5851,285.049,108.3752,69.3142,0.7687,86.3118,0.9815,5961,1.5635,0.9049,4
6862,309.363,122.0992,71.9774,0.8078,93.4718,0.988,6945,1.6964,0.901,4
6611,308.065,115.2052,74.4988,0.7628,91.7463,0.9677,6832,1.5464,0.8754,4
6818,312.598,120.8537,72.7368,0.7986,93.1716,0.9803,6955,1.6615,0.8768,4
6010,297.975,114.3672,67.86,0.8049,87.4767,0.9725,6180,1.6853,0.8506,4
6284,296.205,116.5087,68.9666,0.806,89.4485,0.9843,6384,1.6893,0.9,4
6270,289.914,111.0349,72.1305,0.7603,89.3488,0.9879,6347,1.5394,0.9374,4
6474,295.842,110.5521,75.2646,0.7325,90.7907,0.9825,6589,1.4688,0.9295,4
6786,311.035,116.2672,75.8969,0.7575,92.9527,0.9718,6983,1.5319,0.8815,4
7072,317.856,126.6965,71.6975,0.8245,94.8913,0.9844,7184,1.7671,0.8796,4
6743,299.795,113.7163,75.7876,0.7455,92.6577,0.989,6818,1.5005,0.9428,4
6577,306.957,117.8458,72.1242,0.7908,91.5101,0.9771,6731,1.6339,0.8772,4
6839,309.388,118.9195,73.9783,0.7829,93.315,0.9805,6975,1.6075,0.8978,4
6399,300.53,111.2501,74.4549,0.743,90.2633,0.9735,6573,1.4942,0.8903,4
5689,283.264,109.8234,67.1483,0.7913,85.1085,0.9846,5778,1.6355,0.891,4
6640,299.845,114.2873,74.3797,0.7592,91.9473,0.9865,6731,1.5365,0.9281,4
5858,285.273,106.1921,71.2255,0.7417,86.3634,0.9741,6014,1.4909,0.9046,4
7120,312.82,119.7031,76.4489,0.7695,95.2127,0.9868,7215,1.5658,0.9143,4
6664,305.072,114.3068,75.2651,0.7526,92.1133,0.9738,6843,1.5187,0.8998,4
6705,302.334,114.095,75.5919,0.749,92.3963,0.9843,6812,1.5094,0.9218,4
6588,306.941,114.8065,73.6878,0.7668,91.5866,0.9743,6762,1.558,0.8787,4
6318,301.349,112.2576,73.139,0.7586,89.6902,0.9736,6489,1.5349,0.8743,4
6866,301.011,110.4394,79.4355,0.6947,93.499,0.9835,6981,1.3903,0.9522,4
5936,289.061,109.5062,70.126,0.7681,86.9365,0.9736,6097,1.5616,0.8927,4
6509,294.925,107.3448,77.908,0.6879,91.0358,0.9815,6632,1.3778,0.9404,4
6317,291.417,104.5508,77.2629,0.6737,89.6831,0.9833,6424,1.3532,0.9347,4
7648,322.14,123.1129,79.4635,0.7638,98.68,0.9868,7750,1.5493,0.9261,4
6930,305.278,115.8183,76.5553,0.7504,93.9338,0.987,7021,1.5129,0.9344,4
5825,286.446,112.3231,67.0283,0.8024,86.1198,0.9841,5919,1.6758,0.8921,4
7141,312.373,118.1451,77.4525,0.7551,95.3531,0.9855,7246,1.5254,0.9196,4
7159,314.758,122.308,75.2273,0.7885,95.4731,0.9877,7248,1.6258,0.908,4
6340,291.74,109.7177,73.8851,0.7393,89.8462,0.9866,6426,1.485,0.9361,4
6239,297.438,113.5016,70.9524,0.7805,89.1277,0.9688,6440,1.5997,0.8862,4
5653,280.98,110.8279,65.5076,0.8066,84.8388,0.9871,5727,1.6918,0.8998,4
6586,306.014,119.8654,70.5274,0.8086,91.5727,0.9834,6697,1.6996,0.8838,4
6600,301.268,112.4845,75.8841,0.7382,91.67,0.9811,6727,1.4823,0.9138,4
6333,292.938,111.561,73.0267,0.756,89.7966,0.9881,6409,1.5277,0.9274,4
6646,307.509,117.0611,72.6502,0.7841,91.9889,0.9833,6759,1.6113,0.8832,4
6255,292.436,110.7738,72.6062,0.7552,89.2419,0.9853,6348,1.5257,0.9191,4
6292,293.916,115.2214,69.8495,0.7953,89.5054,0.9885,6365,1.6496,0.9153,4
6430,295.604,110.9918,74.5963,0.7405,90.4817,0.9873,6513,1.4879,0.9247,4
6055,283.718,106.671,72.6358,0.7323,87.8036,0.987,6135,1.4686,0.9453,4
6235,292.988,111.241,72.4032,0.7592,89.0991,0.981,6356,1.5364,0.9127,4
5235,270.552,104.2577,64.3437,0.7868,81.642,0.9824,5329,1.6203,0.8987,4
6407,298.479,116.4792,70.6582,0.795,90.3197,0.9851,6504,1.6485,0.9037,4
7069,309.571,117.514,77.0757,0.7549,94.8711,0.9862,7168,1.5247,0.9269,4
6696,305.8,117.5833,73.0411,0.7837,92.3342,0.9869,6785,1.6098,0.8998,4
6666,304.119,118.2762,71.9796,0.7935,92.1272,0.9839,6775,1.6432,0.9057,4
7641,322.306,121.7258,80.5015,0.7501,98.6348,0.9844,7762,1.5121,0.9243,4
7056,313.68,115.3463,79.0337,0.7284,94.7839,0.9662,7303,1.4595,0.9011,4
6658,301.499,113.8584,74.8685,0.7534,92.0719,0.9856,6755,1.5208,0.9204,4
6345,296.503,112.1347,72.7312,0.7611,89.8816,0.9813,6466,1.5418,0.9069,4
6878,310.075,118.4918,74.5417,0.7773,93.5807,0.9773,7038,1.5896,0.899,4
6104,293.989,114.5246,68.5363,0.8012,88.1581,0.9807,6224,1.671,0.8875,4
6826,310.861,119.6294,73.3269,0.7901,93.2262,0.9827,6946,1.6315,0.8877,4
6396,289.548,109.1069,74.8432,0.7276,90.2421,0.9895,6464,1.4578,0.9587,4
6390,293.542,112.8303,72.411,0.7669,90.1998,0.9867,6476,1.5582,0.9319,4
6815,307.817,118.3382,73.8118,0.7816,93.1511,0.9844,6923,1.6032,0.9038,4
6295,294.998,112.8856,71.486,0.7739,89.5268,0.9833,6402,1.5791,0.909,4
5588,277.813,106.2719,67.5567,0.7719,84.3496,0.9769,5720,1.5731,0.9098,4
6415,299.315,119.4356,68.5807,0.8187,90.3761,0.9883,6491,1.7415,0.8998,4
6697,304.012,112.8883,76.5597,0.7349,92.3411,0.9801,6833,1.4745,0.9106,4
5502,281.056,106.2455,66.9565,0.7764,83.6981,0.974,5649,1.5868,0.8753,4
6101,301.335,120.7482,65.5248,0.84,88.1365,0.9793,6230,1.8428,0.8443,4
6171,296.362,118.7296,66.4765,0.8286,88.6406,0.9858,6260,1.786,0.8829,4
6212,285.992,105.3252,75.574,0.6965,88.9346,0.9857,6302,1.3937,0.9544,4
6782,300.274,113.3158,76.5586,0.7372,92.9253,0.9899,6851,1.4801,0.9452,4
6437,295.411,113.6025,72.6058,0.7691,90.5309,0.9874,6519,1.5646,0.9269,4
6158,296.181,115.0976,69.0745,0.7999,88.5472,0.9804,6281,1.6663,0.8821,4
7438,319.287,121.7325,78.3347,0.7654,97.3158,0.9849,7552,1.554,0.9169,4
6029,287.226,111.6775,69.2562,0.7845,87.6148,0.9869,6109,1.6125,0.9183,4
5589,285.389,117.497,60.7033,0.8562,84.3572,0.9857,5670,1.9356,0.8623,4
6659,304.212,115.4421,73.7285,0.7695,92.0788,0.9811,6787,1.5658,0.9042,4
6866,305.476,117.9649,74.6618,0.7742,93.499,0.9872,6955,1.58,0.9246,4
6617,297.91,115.2556,73.3091,0.7716,91.7879,0.9888,6692,1.5722,0.9369,4
6843,308.792,118.4838,74.3334,0.7787,93.3423,0.9856,6943,1.594,0.9018,4
7155,311.588,119.2863,76.6662,0.7661,95.4465,0.9864,7254,1.5559,0.9261,4
6817,299.853,109.5855,79.6788,0.6865,93.1648,0.9848,6922,1.3753,0.9528,4
6829,308.99,119.8978,72.8505,0.7942,93.2467,0.9822,6953,1.6458,0.8988,4
5672,276.573,105.4151,68.988,0.7561,84.9813,0.9892,5734,1.528,0.9318,4
6705,306.981,114.8573,75.6423,0.7525,92.3963,0.9767,6865,1.5184,0.8941,4
6792,307.643,115.1901,76.1168,0.7506,92.9938,0.9767,6954,1.5133,0.9018,4
6502,301.961,118.3754,70.3416,0.8043,90.9868,0.9825,6618,1.6829,0.8961,4
6845,312.474,125.7463,69.8626,0.8315,93.3559,0.9874,6932,1.7999,0.881,4
5962,293.451,110.9703,69.5652,0.7791,87.1267,0.9737,6123,1.5952,0.87,4
5423,271.114,104.0756,66.8375,0.7665,83.095,0.9867,5496,1.5571,0.9271,4
6115,289.581,112.7254,69.363,0.7883,88.2375,0.9838,6216,1.6252,0.9164,4
6929,313.97,119.9634,74.7664,0.782,93.927,0.9772,7091,1.6045,0.8833,4
